,airline_sentiment,text
13425,2,americanair ok thank you what if i cant get a hold of someone to get a new flight
13426,0,americanair horriblecustomerservice  rudestaff  incompetentmanagers
13427,1,americanair i just sent a dm
13428,0,americanair eleonora7 good luck ive been waiting a week
13429,0,americanair tisk tisk rude flight attendants yet again i cant hang my suit up because i didnt buy first class delta when will i learn
13430,0,"americanair that would be appreciated just please dont send me to the same page with long form amp limited characters
direct email"
13431,0,americanair this is the biggest joke of customerservice ive ever seen from a   brand httptcoxhsuupheze
13432,0,americanair it would be awfully nice if you could send an alert when my flight is cancelled flighted no text no email no love
13433,0,americanair thanks took care of it issue was ivr was unclear and took too long to get a callback option would love to see that fixed
13434,2,americanair thank you so much that helps a lot
13435,0,americanair i understand that but im not even being put on hold  it says try again late flightr goodbye
13436,0,americanair i do not need an apology i need you to fix it in a competent manner
13437,0,americanair i like the call back system but thought youd like to know its not working well i received three calls but theres no audio
13438,0,americanair i need to be back home tomorrow and no one is helping me please help me rebook for a flight tomorrow
13439,0,americanair filed a pir with an agent at indianapolis airport unable to pull up information online on your site have dmed details
13440,1,americanair i hear delta is offering 2500 miles to frequent flyers if their bags doesnt come out within 20 minutes of landing thoughts
13441,0,americanair but you called me  and hung up
13442,2,americanair thank you
13443,0,americanair or u cud answer my  here 140 is plenty inflight stealing going on right now amp fa wont have the uncomfortable convo w pass
13444,0,americanair fine would you have them call me i left a message was told it would be 2 hours for a call havent heard anything yet
13445,0,americanair my flight was cancelled flightled yesterday early afternoon so why did you call me at 1230am and 230am to wake me up and tell me
13446,2,americanair in miami and the  agents rachel wong and marisol pimentel were very  pleasant in a world of chaos a big thank u
13447,0,americanair i put a call back in at 1am and still nothing at 8am you think you might get back to me
13448,1,americanair is there anyone online that can help the flight leaves in 3 hrs
13449,0,americanair why cancelled flight 1605 on 625 amp 628 flights now 4 hrs longer amp  have layovers too late flight to find a reasonably priced alternative
13450,0,americanair i dont know who that may be i was also working from home thanks for nothing
13451,0,americanair i called the ep line and 4 hours late flightr i was called back  i sat on hold for over a hour to us airways and then cut off
13452,0,americanair my flight 1106 was cancelled flightled and i need to get back to cleveland what are my options
13453,0,americanair is there any way you could put me up in a hotel for the night if not im having to sleep at the airport again tonight
13454,0,americanair mallowfairy and how many times exactly should we call and leave our number for a call back because that hasnt worked
13455,0,americanair c2next would be great to get some help too ive been trying since last night to get through
13456,0,americanair telling frustrated customers we are super busy please call back late flightr kthxbai and then hanging up is not the best practice
